ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
477,20140101,20140113,20140108,23768,1,100,10,SO74270,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
465,20140101,20140113,20140108,23768,1,100,10,SO74270,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
529,20140101,20140113,20140108,12606,1,100,7,SO74271,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
217,20140101,20140113,20140108,12606,1,100,7,SO74271,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
225,20140101,20140113,20140108,12606,1,100,7,SO74271,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
537,20140101,20140113,20140108,11142,1,100,6,SO74272,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
528,20140101,20140113,20140108,11142,1,100,6,SO74272,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
214,20140101,20140113,20140108,11142,1,100,6,SO74272,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
530,20140101,20140113,20140108,25570,1,100,7,SO74273,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
465,20140101,20140113,20140108,25570,1,100,7,SO74273,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
530,20140101,20140113,20140108,28917,1,100,7,SO74274,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
487,20140101,20140113,20140108,28917,1,100,7,SO74274,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
463,20140101,20140113,20140108,28917,1,100,7,SO74274,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
477,20140101,20140113,20140108,11383,1,100,7,SO74275,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
479,20140101,20140113,20140108,11383,1,100,7,SO74275,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
214,20140101,20140113,20140108,11383,1,100,7,SO74275,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
485,20140101,20140113,20140108,17491,1,100,6,SO74276,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
222,20140101,20140113,20140108,17491,1,100,6,SO74276,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,1/01/2014 0:00,13/01/2014 0:00,8/01/2014 0:00
485,20140102,20140114,20140109,16930,1,100,9,SO74277,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
467,20140102,20140114,20140109,16930,1,100,9,SO74277,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
475,20140102,20140114,20140109,27516,1,100,9,SO74278,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
490,20140102,20140114,20140109,27516,1,100,9,SO74278,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,11115,1,100,9,SO74279,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
478,20140102,20140114,20140109,11115,1,100,9,SO74279,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
473,20140102,20140114,20140109,11115,1,100,9,SO74279,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
484,20140102,20140114,20140109,11467,1,100,9,SO74280,1,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
529,20140102,20140114,20140109,13124,1,100,9,SO74281,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
541,20140102,20140114,20140109,26637,1,100,4,SO74282,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
530,20140102,20140114,20140109,26637,1,100,4,SO74282,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
463,20140102,20140114,20140109,26637,1,100,4,SO74282,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
539,20140102,20140114,20140109,28762,1,100,1,SO74283,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
480,20140102,20140114,20140109,28762,1,100,1,SO74283,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
535,20140102,20140114,20140109,26193,1,100,4,SO74284,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
480,20140102,20140114,20140109,26193,1,100,4,SO74284,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
484,20140102,20140114,20140109,26193,1,100,4,SO74284,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,22548,1,100,4,SO74285,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
536,20140102,20140114,20140109,22548,1,100,4,SO74285,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
480,20140102,20140114,20140109,22548,1,100,4,SO74285,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
478,20140102,20140114,20140109,21714,1,100,1,SO74286,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,21714,1,100,1,SO74286,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
231,20140102,20140114,20140109,21714,1,100,1,SO74286,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,17867,1,100,6,SO74287,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
536,20140102,20140114,20140109,17867,1,100,6,SO74287,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
222,20140102,20140114,20140109,17867,1,100,6,SO74287,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
237,20140102,20140114,20140109,17867,1,100,6,SO74287,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
478,20140102,20140114,20140109,21935,1,100,1,SO74288,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,21935,1,100,1,SO74288,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
463,20140102,20140114,20140109,21935,1,100,1,SO74288,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,21901,1,100,1,SO74289,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
478,20140102,20140114,20140109,21901,1,100,1,SO74289,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
476,20140102,20140114,20140109,12795,1,100,6,SO74290,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
237,20140102,20140114,20140109,12795,1,100,6,SO74290,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,25101,1,100,6,SO74291,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
473,20140102,20140114,20140109,25101,1,100,6,SO74291,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,28245,1,100,6,SO74292,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
480,20140102,20140114,20140109,28245,1,100,6,SO74292,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,15306,1,100,1,SO74293,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
222,20140102,20140114,20140109,15306,1,100,1,SO74293,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
228,20140102,20140114,20140109,15306,1,100,1,SO74293,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,16240,1,100,4,SO74294,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
485,20140102,20140114,20140109,18535,1,100,6,SO74295,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,16274,1,100,8,SO74296,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,18153,1,100,8,SO74297,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
537,20140102,20140114,20140109,15448,1,100,10,SO74298,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,15448,1,100,10,SO74298,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
528,20140102,20140114,20140109,14999,1,100,10,SO74299,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
537,20140102,20140114,20140109,14999,1,100,10,SO74299,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
480,20140102,20140114,20140109,14999,1,100,10,SO74299,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
485,20140102,20140114,20140109,14980,1,100,8,SO74300,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
217,20140102,20140114,20140109,14980,1,100,8,SO74300,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
538,20140102,20140114,20140109,24877,1,100,7,SO74301,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
529,20140102,20140114,20140109,24877,1,100,7,SO74301,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
481,20140102,20140114,20140109,24877,1,100,7,SO74301,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
538,20140102,20140114,20140109,21113,1,100,7,SO74302,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
480,20140102,20140114,20140109,21113,1,100,7,SO74302,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,24145,1,100,10,SO74303,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
225,20140102,20140114,20140109,24145,1,100,10,SO74303,2,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
477,20140102,20140114,20140109,22521,1,100,8,SO74304,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
541,20140102,20140114,20140109,22624,1,100,7,SO74305,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
530,20140102,20140114,20140109,22624,1,100,7,SO74305,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2/01/2014 0:00,14/01/2014 0:00,9/01/2014 0:00
479,20140103,20140115,20140110,11632,1,100,6,SO74306,1,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
477,20140103,20140115,20140110,11632,1,100,6,SO74306,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
471,20140103,20140115,20140110,11632,1,100,6,SO74306,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
539,20140103,20140115,20140110,15796,1,100,9,SO74307,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
536,20140103,20140115,20140110,17237,1,100,9,SO74308,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
528,20140103,20140115,20140110,17237,1,100,9,SO74308,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
485,20140103,20140115,20140110,17237,1,100,9,SO74308,3,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
488,20140103,20140115,20140110,17237,1,100,9,SO74308,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
485,20140103,20140115,20140110,17375,1,100,9,SO74309,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
486,20140103,20140115,20140110,12692,1,100,9,SO74310,1,1,1,159,159,0,0,59.466,59.466,159,12.72,3.975,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
530,20140103,20140115,20140110,28023,1,100,1,SO74311,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
217,20140103,20140115,20140110,28023,1,100,1,SO74311,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
530,20140103,20140115,20140110,26783,1,100,1,SO74312,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
541,20140103,20140115,20140110,26783,1,100,1,SO74312,2,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,3/01/2014 0:00,15/01/2014 0:00,10/01/2014 0:00
